[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /api/health               --> fractal-engine/internal/api.(*Handler).Health-fm (4 handlers)
[GIN-debug] GET    /api/ready                --> fractal-engine/internal/api.(*Handler).Ready-fm (4 handlers)
[GIN-debug] GET    /api/info                 --> fractal-engine/internal/api.(*Handler).Info-fm (4 handlers)
[GIN-debug] GET    /api/status               --> fractal-engine/internal/api.(*Handler).Status-fm (4 handlers)
[GIN-debug] GET    /api/load/cpu             --> fractal-engine/internal/api.(*Handler).CPULoad-fm (4 handlers)
[GIN-debug] GET    /api/load/latency         --> fractal-engine/internal/api.(*Handler).LatencyLoad-fm (4 handlers)
[GIN-debug] GET    /api/load/mixed           --> fractal-engine/internal/api.(*Handler).MixedLoad-fm (4 handlers)
[GIN-debug] GET    /                         --> fractal-engine/internal/api.NewRouter.func1 (4 handlers)
time=2026-04-18T02:27:04.356+03:00 level=INFO msg="request completed" request_id=req-001272 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.365+03:00 level=INFO msg="request completed" request_id=req-001273 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.367+03:00 level=INFO msg="request completed" request_id=req-001274 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.367+03:00 level=INFO msg="request completed" request_id=req-001275 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.382+03:00 level=INFO msg="request completed" request_id=req-001276 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.395+03:00 level=INFO msg="request completed" request_id=req-001277 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.397+03:00 level=INFO msg="request completed" request_id=req-001278 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.417+03:00 level=INFO msg="request completed" request_id=req-001279 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.417+03:00 level=INFO msg="request completed" request_id=req-001280 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.419+03:00 level=INFO msg="request completed" request_id=req-001282 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.419+03:00 level=INFO msg="request completed" request_id=req-001281 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.446+03:00 level=INFO msg="request completed" request_id=req-001283 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.451+03:00 level=INFO msg="request completed" request_id=req-001284 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.470+03:00 level=INFO msg="request completed" request_id=req-001285 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.512+03:00 level=INFO msg="request completed" request_id=req-001286 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.513+03:00 level=INFO msg="request completed" request_id=req-001287 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.538+03:00 level=INFO msg="request completed" request_id=req-001288 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.538+03:00 level=INFO msg="request completed" request_id=req-001289 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.540+03:00 level=INFO msg="request completed" request_id=req-001290 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.542+03:00 level=INFO msg="request completed" request_id=req-001291 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.542+03:00 level=INFO msg="request completed" request_id=req-001292 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.559+03:00 level=INFO msg="request completed" request_id=req-001293 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.561+03:00 level=INFO msg="request completed" request_id=req-001294 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.561+03:00 level=INFO msg="request completed" request_id=req-001295 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.569+03:00 level=INFO msg="request completed" request_id=req-001296 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.570+03:00 level=INFO msg="request completed" request_id=req-001297 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.575+03:00 level=INFO msg="request completed" request_id=req-001298 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.621+03:00 level=INFO msg="request completed" request_id=req-001299 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.627+03:00 level=INFO msg="request completed" request_id=req-001300 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.629+03:00 level=INFO msg="request completed" request_id=req-001301 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.651+03:00 level=INFO msg="request completed" request_id=req-001302 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.665+03:00 level=INFO msg="request completed" request_id=req-001303 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.674+03:00 level=INFO msg="request completed" request_id=req-001304 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.677+03:00 level=INFO msg="request completed" request_id=req-001305 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.677+03:00 level=INFO msg="request completed" request_id=req-001306 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.692+03:00 level=INFO msg="request completed" request_id=req-001307 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.702+03:00 level=INFO msg="request completed" request_id=req-001308 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.714+03:00 level=INFO msg="request completed" request_id=req-001309 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.716+03:00 level=INFO msg="request completed" request_id=req-001310 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.731+03:00 level=INFO msg="request completed" request_id=req-001311 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.734+03:00 level=INFO msg="request completed" request_id=req-001312 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.734+03:00 level=INFO msg="request completed" request_id=req-001313 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.736+03:00 level=INFO msg="request completed" request_id=req-001314 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.758+03:00 level=INFO msg="request completed" request_id=req-001315 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.774+03:00 level=INFO msg="request completed" request_id=req-001316 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.873+03:00 level=INFO msg="request completed" request_id=req-001317 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.873+03:00 level=INFO msg="request completed" request_id=req-001318 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.894+03:00 level=INFO msg="request completed" request_id=req-001319 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.894+03:00 level=INFO msg="request completed" request_id=req-001320 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.903+03:00 level=INFO msg="request completed" request_id=req-001321 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.905+03:00 level=INFO msg="request completed" request_id=req-001322 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.906+03:00 level=INFO msg="request completed" request_id=req-001323 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.909+03:00 level=INFO msg="request completed" request_id=req-001324 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.925+03:00 level=INFO msg="request completed" request_id=req-001325 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.937+03:00 level=INFO msg="request completed" request_id=req-001326 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.937+03:00 level=INFO msg="request completed" request_id=req-001327 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.946+03:00 level=INFO msg="request completed" request_id=req-001328 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.948+03:00 level=INFO msg="request completed" request_id=req-001329 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.951+03:00 level=INFO msg="request completed" request_id=req-001330 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.951+03:00 level=INFO msg="request completed" request_id=req-001331 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.953+03:00 level=INFO msg="request completed" request_id=req-001332 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.953+03:00 level=INFO msg="request completed" request_id=req-001333 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.954+03:00 level=INFO msg="request completed" request_id=req-001334 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.955+03:00 level=INFO msg="request completed" request_id=req-001335 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.955+03:00 level=INFO msg="request completed" request_id=req-001336 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.956+03:00 level=INFO msg="request completed" request_id=req-001337 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.959+03:00 level=INFO msg="request completed" request_id=req-001338 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.959+03:00 level=INFO msg="request completed" request_id=req-001339 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:04.962+03:00 level=INFO msg="request completed" request_id=req-001340 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.061+03:00 level=INFO msg="request completed" request_id=req-001341 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.090+03:00 level=INFO msg="request completed" request_id=req-001342 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.096+03:00 level=INFO msg="request completed" request_id=req-001343 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.104+03:00 level=INFO msg="request completed" request_id=req-001344 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.104+03:00 level=INFO msg="request completed" request_id=req-001345 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.118+03:00 level=INFO msg="request completed" request_id=req-001346 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.122+03:00 level=INFO msg="request completed" request_id=req-001347 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.130+03:00 level=INFO msg="request completed" request_id=req-001348 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.226+03:00 level=INFO msg="request completed" request_id=req-001349 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.226+03:00 level=INFO msg="request completed" request_id=req-001350 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.227+03:00 level=INFO msg="request completed" request_id=req-001351 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.227+03:00 level=INFO msg="request completed" request_id=req-001352 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.229+03:00 level=INFO msg="request completed" request_id=req-001353 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.229+03:00 level=INFO msg="request completed" request_id=req-001354 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.229+03:00 level=INFO msg="request completed" request_id=req-001355 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.232+03:00 level=INFO msg="request completed" request_id=req-001356 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.232+03:00 level=INFO msg="request completed" request_id=req-001357 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.233+03:00 level=INFO msg="request completed" request_id=req-001359 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.233+03:00 level=INFO msg="request completed" request_id=req-001358 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.234+03:00 level=INFO msg="request completed" request_id=req-001360 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.234+03:00 level=INFO msg="request completed" request_id=req-001361 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.235+03:00 level=INFO msg="request completed" request_id=req-001362 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.235+03:00 level=INFO msg="request completed" request_id=req-001363 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.318+03:00 level=INFO msg="request completed" request_id=req-001364 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.322+03:00 level=INFO msg="request completed" request_id=req-001365 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.325+03:00 level=INFO msg="request completed" request_id=req-001366 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.327+03:00 level=INFO msg="request completed" request_id=req-001367 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.328+03:00 level=INFO msg="request completed" request_id=req-001368 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.328+03:00 level=INFO msg="request completed" request_id=req-001369 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.368+03:00 level=INFO msg="request completed" request_id=req-001370 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.369+03:00 level=INFO msg="request completed" request_id=req-001371 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.404+03:00 level=INFO msg="request completed" request_id=req-001372 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.405+03:00 level=INFO msg="request completed" request_id=req-001373 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.405+03:00 level=INFO msg="request completed" request_id=req-001374 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.412+03:00 level=INFO msg="request completed" request_id=req-001375 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.456+03:00 level=INFO msg="request completed" request_id=req-001376 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.459+03:00 level=INFO msg="request completed" request_id=req-001377 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.461+03:00 level=INFO msg="request completed" request_id=req-001378 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.462+03:00 level=INFO msg="request completed" request_id=req-001379 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.463+03:00 level=INFO msg="request completed" request_id=req-001380 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.463+03:00 level=INFO msg="request completed" request_id=req-001381 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.463+03:00 level=INFO msg="request completed" request_id=req-001382 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.465+03:00 level=INFO msg="request completed" request_id=req-001383 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.465+03:00 level=INFO msg="request completed" request_id=req-001384 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.466+03:00 level=INFO msg="request completed" request_id=req-001385 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.496+03:00 level=INFO msg="request completed" request_id=req-001386 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.501+03:00 level=INFO msg="request completed" request_id=req-001387 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.634+03:00 level=INFO msg="request completed" request_id=req-001388 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.635+03:00 level=INFO msg="request completed" request_id=req-001389 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.635+03:00 level=INFO msg="request completed" request_id=req-001390 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.635+03:00 level=INFO msg="request completed" request_id=req-001391 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.636+03:00 level=INFO msg="request completed" request_id=req-001392 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.637+03:00 level=INFO msg="request completed" request_id=req-001393 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.637+03:00 level=INFO msg="request completed" request_id=req-001394 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.640+03:00 level=INFO msg="request completed" request_id=req-001395 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.643+03:00 level=INFO msg="request completed" request_id=req-001396 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.644+03:00 level=INFO msg="request completed" request_id=req-001397 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.644+03:00 level=INFO msg="request completed" request_id=req-001398 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.650+03:00 level=INFO msg="request completed" request_id=req-001399 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.650+03:00 level=INFO msg="request completed" request_id=req-001400 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.654+03:00 level=INFO msg="request completed" request_id=req-001401 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.657+03:00 level=INFO msg="request completed" request_id=req-001402 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.799+03:00 level=INFO msg="request completed" request_id=req-001403 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.799+03:00 level=INFO msg="request completed" request_id=req-001404 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.799+03:00 level=INFO msg="request completed" request_id=req-001405 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.812+03:00 level=INFO msg="request completed" request_id=req-001406 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.832+03:00 level=INFO msg="request completed" request_id=req-001407 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.832+03:00 level=INFO msg="request completed" request_id=req-001408 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.839+03:00 level=INFO msg="request completed" request_id=req-001409 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.856+03:00 level=INFO msg="request completed" request_id=req-001410 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.859+03:00 level=INFO msg="request completed" request_id=req-001411 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.860+03:00 level=INFO msg="request completed" request_id=req-001412 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.861+03:00 level=INFO msg="request completed" request_id=req-001413 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.868+03:00 level=INFO msg="request completed" request_id=req-001414 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.885+03:00 level=INFO msg="request completed" request_id=req-001415 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.885+03:00 level=INFO msg="request completed" request_id=req-001416 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.887+03:00 level=INFO msg="request completed" request_id=req-001417 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.890+03:00 level=INFO msg="request completed" request_id=req-001418 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.891+03:00 level=INFO msg="request completed" request_id=req-001419 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.929+03:00 level=INFO msg="request completed" request_id=req-001420 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:05.947+03:00 level=INFO msg="request completed" request_id=req-001421 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:08.441+03:00 level=INFO msg="request completed" request_id=req-001422 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:08.444+03:00 level=INFO msg="request completed" request_id=req-001424 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:08.444+03:00 level=INFO msg="request completed" request_id=req-001425 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:08.444+03:00 level=INFO msg="request completed" request_id=req-001426 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:08.444+03:00 level=INFO msg="request completed" request_id=req-001423 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
